顧客ID,売上_バッグ,購買回数_バッグ,売上_小物,購買回数_小物,売上_ボトムス,購買回数_ボトムス,売上_トップス,購買回数_トップス,売上_アウター,購買回数_アウター,group
C00000277,0.0,0.0,0.0,0.0,40000.0,1.0,7900.0,1.0,18000.0,1.0,0
C00000278,0.0,0.0,0.0,0.0,14300.0,1.0,90800.0,4.0,0.0,0.0,3
C00000279,30290.0,4.0,14900.0,3.0,167800.0,4.0,136800.0,5.0,0.0,0.0,2
C00000280,18790.0,2.0,2280.0,1.0,0.0,0.0,31800.0,1.0,62400.0,1.0,0
C00000281,0.0,0.0,0.0,0.0,32400.0,2.0,17600.0,1.0,0.0,0.0,3
C00000282,0.0,0.0,4800.0,1.0,48400.0,3.0,38500.0,3.0,41200.0,1.0,0
C00000283,30600.0,1.0,980.0,1.0,167600.0,5.0,69200.0,4.0,18900.0,1.0,2
C00000284,0.0,0.0,0.0,0.0,0.0,0.0,55800.0,2.0,0.0,0.0,3
C00000285,9800.0,1.0,0.0,0.0,0.0,0.0,7600.0,1.0,30800.0,1.0,0
C00000286,39200.0,1.0,9020.0,3.0,38000.0,2.0,33500.0,2.0,30800.0,1.0,1
C00000287,17600.0,2.0,0.0,0.0,28600.0,1.0,12300.0,1.0,0.0,0.0,3
C00000288,9800.0,1.0,0.0,0.0,49500.0,3.0,15900.0,1.0,0.0,0.0,3
C00000289,16600.0,2.0,0.0,0.0,89500.0,2.0,0.0,0.0,77800.0,2.0,0
C00000290,0.0,0.0,3260.0,2.0,53000.0,3.0,8700.0,1.0,0.0,0.0,3
C00000291,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1.0,18000.0,1.0,0
C00000292,8800.0,1.0,980.0,1.0,79100.0,5.0,57600.0,4.0,136900.0,2.0,2
C00000293,0.0,0.0,0.0,0.0,0.0,0.0,62800.0,4.0,18900.0,1.0,0
C00000294,23490.0,2.0,0.0,0.0,70600.0,4.0,100600.0,5.0,38900.0,2.0,2
C00000295,9800.0,1.0,4800.0,1.0,16500.0,1.0,0.0,0.0,0.0,0.0,3
C00000296,0.0,0.0,2180.0,1.0,57200.0,2.0,40600.0,2.0,30800.0,1.0,0
C00000297,5890.0,1.0,0.0,0.0,16500.0,1.0,0.0,0.0,0.0,0.0,3
C00000298,6800.0,1.0,0.0,0.0,14300.0,1.0,11000.0,1.0,133700.0,3.0,0
C00000299,7800.0,1.0,5280.0,1.0,80000.0,2.0,30400.0,1.0,0.0,0.0,3
C00000300,10200.0,1.0,10840.0,4.0,32400.0,2.0,72000.0,3.0,0.0,0.0,2
C00000301,9800.0,1.0,8280.0,3.0,174300.0,7.0,18600.0,2.0,22100.0,1.0,2
C00000302,0.0,0.0,0.0,0.0,14300.0,1.0,21000.0,2.0,0.0,0.0,3
C00000303,0.0,0.0,2280.0,1.0,18100.0,1.0,7600.0,1.0,0.0,0.0,3
C00000304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39600.0,1.0,0
C00000305,0.0,0.0,0.0,0.0,14300.0,1.0,15100.0,1.0,0.0,0.0,3
C00000306,38000.0,3.0,2280.0,1.0,16500.0,1.0,8900.0,1.0,0.0,0.0,1
C00000307,18790.0,2.0,18640.0,6.0,181900.0,8.0,63100.0,5.0,78300.0,3.0,2
C00000308,9800.0,1.0,0.0,0.0,0.0,0.0,7600.0,1.0,39600.0,1.0,0
C00000309,18600.0,2.0,4560.0,1.0,71500.0,4.0,34300.0,2.0,0.0,0.0,1
C00000310,15600.0,2.0,6580.0,2.0,33000.0,2.0,24800.0,2.0,41900.0,2.0,0
C00000311,0.0,0.0,24440.0,3.0,30800.0,2.0,38200.0,4.0,0.0,0.0,2
C00000312,0.0,0.0,4360.0,2.0,75800.0,4.0,0.0,0.0,0.0,0.0,3
C00000313,14690.0,2.0,2280.0,1.0,96800.0,4.0,0.0,0.0,0.0,0.0,1
C00000314,7800.0,1.0,1200.0,1.0,16500.0,1.0,8700.0,1.0,59400.0,1.0,0
C00000315,27290.0,3.0,2280.0,1.0,16500.0,1.0,7900.0,1.0,31900.0,1.0,1
C00000316,12900.0,1.0,6480.0,2.0,0.0,0.0,0.0,0.0,39600.0,1.0,0
C00000317,10200.0,1.0,0.0,0.0,28600.0,1.0,10000.0,1.0,0.0,0.0,3
C00000318,0.0,0.0,0.0,0.0,0.0,0.0,89500.0,3.0,0.0,0.0,3
C00000319,15690.0,2.0,3480.0,2.0,18100.0,1.0,24100.0,3.0,16800.0,1.0,1
C00000320,5890.0,1.0,9700.0,2.0,19800.0,1.0,8900.0,1.0,38900.0,2.0,0
C00000321,0.0,0.0,0.0,0.0,50800.0,3.0,65200.0,5.0,0.0,0.0,3
C00000322,9800.0,1.0,4460.0,3.0,106500.0,4.0,16500.0,2.0,52900.0,2.0,2
C00000323,0.0,0.0,5280.0,1.0,28600.0,1.0,47400.0,3.0,0.0,0.0,3
C00000324,0.0,0.0,0.0,0.0,30400.0,2.0,0.0,0.0,35200.0,1.0,0
C00000325,15690.0,2.0,0.0,0.0,86700.0,3.0,31500.0,2.0,0.0,0.0,1
C00000326,0.0,0.0,11860.0,3.0,95600.0,4.0,86900.0,5.0,77400.0,3.0,2
C00000327,29400.0,1.0,13740.0,4.0,24100.0,2.0,69500.0,4.0,38300.0,2.0,2
C00000328,15690.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00000329,21580.0,2.0,0.0,0.0,90100.0,5.0,8900.0,1.0,0.0,0.0,1
C00000330,0.0,0.0,0.0,0.0,80300.0,4.0,10000.0,1.0,0.0,0.0,3
C00000331,0.0,0.0,0.0,0.0,0.0,0.0,26000.0,2.0,0.0,0.0,3
C00000332,0.0,0.0,0.0,0.0,20000.0,1.0,0.0,0.0,20800.0,1.0,0
C00000333,0.0,0.0,0.0,0.0,72400.0,2.0,0.0,0.0,70400.0,1.0,0
C00000334,0.0,0.0,0.0,0.0,18100.0,1.0,33500.0,2.0,16800.0,1.0,0
C00000335,23100.0,2.0,0.0,0.0,30800.0,2.0,23700.0,1.0,31900.0,1.0,1
C00000336,0.0,0.0,0.0,0.0,40000.0,2.0,18400.0,1.0,0.0,0.0,3
C00000337,0.0,0.0,0.0,0.0,0.0,0.0,34300.0,2.0,16800.0,1.0,0
C00000338,6800.0,1.0,0.0,0.0,16500.0,1.0,7600.0,1.0,0.0,0.0,3
C00000339,9800.0,1.0,4360.0,1.0,14300.0,1.0,12400.0,1.0,0.0,0.0,3
C00000340,0.0,0.0,1200.0,1.0,20000.0,1.0,113800.0,8.0,18900.0,1.0,2
C00000341,64200.0,4.0,6480.0,2.0,91200.0,6.0,189400.0,12.0,0.0,0.0,2
C00000342,0.0,0.0,2940.0,1.0,18100.0,1.0,113300.0,8.0,18900.0,1.0,2
C00000343,0.0,0.0,6740.0,3.0,59800.0,3.0,63900.0,2.0,81200.0,2.0,2
C00000344,25800.0,1.0,0.0,0.0,19800.0,1.0,26000.0,2.0,58000.0,2.0,0
C00000345,21490.0,3.0,7460.0,3.0,80600.0,5.0,8900.0,1.0,0.0,0.0,1
C00000346,23100.0,2.0,5280.0,1.0,72400.0,2.0,15100.0,1.0,73100.0,2.0,0
C00000347,0.0,0.0,0.0,0.0,14300.0,1.0,7600.0,1.0,50800.0,2.0,0
C00000348,7800.0,1.0,6840.0,1.0,20000.0,1.0,20000.0,2.0,18000.0,1.0,0
C00000349,12900.0,1.0,0.0,0.0,0.0,0.0,20200.0,2.0,0.0,0.0,3
C00000350,6800.0,1.0,4800.0,1.0,0.0,0.0,12300.0,1.0,0.0,0.0,3
C00000351,30600.0,1.0,0.0,0.0,42700.0,2.0,20000.0,2.0,0.0,0.0,1
C00000352,44400.0,3.0,5280.0,1.0,115400.0,3.0,55200.0,3.0,0.0,0.0,1
C00000353,41400.0,3.0,0.0,0.0,72000.0,4.0,49400.0,3.0,0.0,0.0,1
C00000354,29400.0,1.0,0.0,0.0,52200.0,3.0,35900.0,3.0,44200.0,1.0,1
C00000355,8800.0,1.0,5280.0,1.0,102300.0,2.0,11000.0,1.0,80900.0,2.0,0
C00000356,0.0,0.0,0.0,0.0,131800.0,4.0,70400.0,2.0,0.0,0.0,3
C00000357,12900.0,1.0,10900.0,3.0,113800.0,3.0,44600.0,4.0,16800.0,1.0,2
C00000358,0.0,0.0,0.0,0.0,16500.0,1.0,15800.0,1.0,0.0,0.0,3
C00000359,5890.0,1.0,4560.0,1.0,40000.0,1.0,42000.0,2.0,38900.0,1.0,0
C00000360,62800.0,4.0,0.0,0.0,91800.0,4.0,78100.0,5.0,0.0,0.0,1
C00000361,10200.0,1.0,0.0,0.0,16500.0,1.0,26600.0,3.0,61400.0,2.0,0
C00000362,16600.0,2.0,10580.0,2.0,52400.0,3.0,39900.0,4.0,0.0,0.0,1
C00000363,0.0,0.0,2180.0,2.0,18100.0,1.0,0.0,0.0,0.0,0.0,3
C00000364,0.0,0.0,5280.0,1.0,0.0,0.0,20000.0,1.0,0.0,0.0,3
C00000365,16600.0,2.0,4800.0,1.0,90200.0,3.0,44100.0,5.0,48900.0,2.0,2
C00000366,61090.0,6.0,8440.0,4.0,73000.0,4.0,37100.0,4.0,91000.0,3.0,1
C00000367,0.0,0.0,0.0,0.0,33000.0,2.0,8700.0,1.0,0.0,0.0,3
C00000368,0.0,0.0,11060.0,3.0,0.0,0.0,31800.0,1.0,0.0,0.0,3
C00000369,0.0,0.0,5280.0,1.0,56000.0,3.0,0.0,0.0,0.0,0.0,3
C00000370,0.0,0.0,5280.0,1.0,36200.0,2.0,18600.0,2.0,0.0,0.0,3
C00000371,17600.0,1.0,2180.0,1.0,53000.0,2.0,0.0,0.0,20800.0,1.0,0
C00000372,35290.0,2.0,0.0,0.0,19800.0,1.0,34300.0,2.0,0.0,0.0,1
C00000373,17600.0,1.0,0.0,0.0,113200.0,6.0,50400.0,3.0,0.0,0.0,2
C00000374,18790.0,2.0,9600.0,1.0,82500.0,2.0,0.0,0.0,0.0,0.0,1
C00000375,20700.0,2.0,0.0,0.0,32400.0,2.0,60500.0,5.0,0.0,0.0,1
C00000376,19600.0,1.0,2180.0,1.0,0.0,0.0,0.0,0.0,20800.0,1.0,0
C00000377,0.0,0.0,12120.0,2.0,19800.0,1.0,12400.0,1.0,0.0,0.0,3
C00000378,0.0,0.0,0.0,0.0,42900.0,1.0,0.0,0.0,50600.0,2.0,0
C00000379,6800.0,1.0,1200.0,1.0,0.0,0.0,20000.0,2.0,187300.0,3.0,0
C00000380,0.0,0.0,0.0,0.0,80000.0,1.0,51300.0,2.0,73200.0,2.0,0
C00000381,0.0,0.0,4800.0,1.0,0.0,0.0,22100.0,2.0,0.0,0.0,3
C00000382,0.0,0.0,0.0,0.0,95600.0,4.0,105000.0,4.0,0.0,0.0,2
C00000383,0.0,0.0,0.0,0.0,40000.0,2.0,10000.0,1.0,0.0,0.0,3
C00000384,9800.0,1.0,5280.0,1.0,0.0,0.0,0.0,0.0,19400.0,1.0,0
C00000385,0.0,0.0,0.0,0.0,20000.0,1.0,7600.0,1.0,0.0,0.0,3
C00000386,7800.0,1.0,980.0,1.0,66500.0,4.0,23500.0,2.0,85900.0,2.0,0
C00000387,0.0,0.0,3160.0,2.0,0.0,0.0,7900.0,1.0,0.0,0.0,3
C00000388,0.0,0.0,0.0,0.0,89500.0,5.0,16000.0,1.0,0.0,0.0,3
C00000389,5890.0,1.0,0.0,0.0,53000.0,3.0,14500.0,1.0,0.0,0.0,3
C00000390,0.0,0.0,9840.0,3.0,120000.0,2.0,0.0,0.0,0.0,0.0,3
C00000391,36200.0,2.0,980.0,1.0,62000.0,4.0,15300.0,2.0,0.0,0.0,1
C00000392,0.0,0.0,4560.0,1.0,33000.0,1.0,14500.0,1.0,0.0,0.0,3
C00000393,6800.0,1.0,0.0,0.0,33000.0,2.0,0.0,0.0,0.0,0.0,3
C00000394,42300.0,3.0,0.0,0.0,34300.0,2.0,0.0,0.0,60400.0,2.0,1
C00000395,23100.0,2.0,0.0,0.0,0.0,0.0,15200.0,1.0,0.0,0.0,1
C00000396,0.0,0.0,980.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00000397,23400.0,3.0,0.0,0.0,56000.0,3.0,62000.0,4.0,0.0,0.0,1
C00000398,7800.0,1.0,0.0,0.0,59400.0,1.0,31000.0,2.0,0.0,0.0,3
C00000399,8800.0,1.0,980.0,1.0,16500.0,1.0,8700.0,1.0,0.0,0.0,3
C00000400,6800.0,1.0,0.0,0.0,0.0,0.0,18400.0,1.0,0.0,0.0,3
C00000401,15600.0,2.0,11760.0,2.0,18100.0,1.0,72000.0,5.0,59400.0,2.0,2
C00000402,9800.0,1.0,6540.0,1.0,36500.0,2.0,0.0,0.0,38900.0,1.0,0
C00000403,0.0,0.0,4800.0,2.0,36200.0,1.0,58300.0,3.0,31000.0,1.0,0
C00000404,0.0,0.0,1200.0,1.0,18100.0,1.0,43200.0,2.0,0.0,0.0,3
C00000405,5890.0,1.0,0.0,0.0,0.0,0.0,14500.0,1.0,0.0,0.0,3
C00000406,0.0,0.0,5280.0,1.0,113200.0,5.0,33000.0,1.0,0.0,0.0,3
C00000407,0.0,0.0,2180.0,1.0,0.0,0.0,15100.0,1.0,123600.0,2.0,0
C00000408,9800.0,1.0,5780.0,2.0,34100.0,2.0,8900.0,1.0,35200.0,1.0,0
C00000409,15600.0,2.0,2180.0,1.0,0.0,0.0,14500.0,1.0,19400.0,1.0,0
C00000410,9800.0,1.0,0.0,0.0,0.0,0.0,88100.0,4.0,0.0,0.0,3
C00000411,0.0,0.0,15900.0,4.0,19800.0,1.0,73200.0,4.0,83200.0,2.0,2
C00000412,30200.0,2.0,10560.0,2.0,165000.0,6.0,17600.0,1.0,18900.0,1.0,2
C00000413,0.0,0.0,2280.0,1.0,14300.0,1.0,0.0,0.0,0.0,0.0,3
C00000414,0.0,0.0,0.0,0.0,36500.0,2.0,0.0,0.0,0.0,0.0,3
C00000415,0.0,0.0,0.0,0.0,34300.0,2.0,14500.0,1.0,0.0,0.0,3
C00000416,0.0,0.0,0.0,0.0,0.0,0.0,32900.0,2.0,30800.0,1.0,0
C00000417,0.0,0.0,0.0,0.0,16500.0,1.0,19900.0,2.0,0.0,0.0,3
C00000418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19400.0,1.0,0
C00000419,0.0,0.0,0.0,0.0,36500.0,2.0,0.0,0.0,0.0,0.0,3
C00000420,9800.0,1.0,9600.0,1.0,125100.0,4.0,30000.0,2.0,0.0,0.0,2
C00000421,0.0,0.0,0.0,0.0,16500.0,1.0,23800.0,2.0,0.0,0.0,3
C00000422,8800.0,1.0,0.0,0.0,19800.0,1.0,30200.0,2.0,148800.0,3.0,0
C00000423,0.0,0.0,0.0,0.0,49500.0,1.0,7900.0,1.0,19400.0,1.0,0
C00000424,6800.0,1.0,0.0,0.0,14300.0,1.0,36800.0,2.0,0.0,0.0,3
C00000425,0.0,0.0,0.0,0.0,36500.0,2.0,30400.0,2.0,0.0,0.0,3
C00000426,0.0,0.0,21120.0,1.0,33000.0,1.0,0.0,0.0,0.0,0.0,3
C00000427,0.0,0.0,3260.0,2.0,90500.0,5.0,0.0,0.0,0.0,0.0,3
C00000428,0.0,0.0,2400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00000429,0.0,0.0,0.0,0.0,34100.0,2.0,72800.0,3.0,0.0,0.0,3
C00000430,0.0,0.0,2940.0,1.0,33000.0,1.0,8700.0,1.0,0.0,0.0,3
C00000431,6800.0,1.0,2940.0,1.0,0.0,0.0,0.0,0.0,21000.0,1.0,0
C00000432,20400.0,1.0,0.0,0.0,46700.0,3.0,12400.0,1.0,43100.0,2.0,0
C00000433,0.0,0.0,0.0,0.0,33000.0,2.0,0.0,0.0,62700.0,2.0,0
C00000434,0.0,0.0,2400.0,1.0,14300.0,1.0,15900.0,1.0,63000.0,1.0,0
C00000435,9800.0,1.0,2180.0,1.0,14300.0,1.0,22100.0,2.0,0.0,0.0,3
C00000436,19600.0,2.0,1200.0,1.0,50500.0,3.0,0.0,0.0,0.0,0.0,1
C00000437,64400.0,6.0,0.0,0.0,216000.0,10.0,114300.0,7.0,112100.0,4.0,2
C00000438,9800.0,1.0,10080.0,2.0,0.0,0.0,45000.0,2.0,0.0,0.0,3
C00000439,12900.0,1.0,4800.0,1.0,18100.0,1.0,27300.0,2.0,18900.0,1.0,0
C00000440,6800.0,1.0,0.0,0.0,111600.0,4.0,29600.0,3.0,22100.0,1.0,2
C00000441,0.0,0.0,5280.0,1.0,0.0,0.0,26300.0,2.0,0.0,0.0,3
C00000442,5890.0,1.0,2280.0,1.0,19800.0,1.0,46100.0,4.0,72200.0,2.0,0
C00000443,8800.0,1.0,0.0,0.0,88000.0,4.0,39900.0,3.0,16800.0,1.0,2
C00000444,12900.0,1.0,0.0,0.0,96800.0,4.0,63900.0,4.0,0.0,0.0,2
C00000445,0.0,0.0,0.0,0.0,0.0,0.0,33700.0,3.0,21000.0,1.0,0
C00000446,12900.0,1.0,19200.0,1.0,7600.0,1.0,69700.0,4.0,0.0,0.0,3
C00000447,19000.0,2.0,6480.0,2.0,36500.0,2.0,43600.0,4.0,0.0,0.0,1
C00000448,0.0,0.0,2180.0,1.0,36200.0,2.0,0.0,0.0,31900.0,1.0,0
C00000449,29800.0,3.0,0.0,0.0,20000.0,1.0,7600.0,1.0,19400.0,1.0,1
C00000450,0.0,0.0,0.0,0.0,36500.0,2.0,0.0,0.0,36000.0,1.0,0
C00000451,0.0,0.0,10080.0,2.0,0.0,0.0,0.0,0.0,18000.0,1.0,0
C00000452,0.0,0.0,0.0,0.0,0.0,0.0,12300.0,1.0,19800.0,1.0,0
C00000453,0.0,0.0,0.0,0.0,34300.0,2.0,0.0,0.0,0.0,0.0,3
C00000454,0.0,0.0,0.0,0.0,49500.0,1.0,63100.0,3.0,18000.0,1.0,0
C00000455,0.0,0.0,1200.0,1.0,32400.0,2.0,15200.0,2.0,41200.0,1.0,0
C00000456,39600.0,2.0,0.0,0.0,50800.0,3.0,15900.0,1.0,38900.0,1.0,1
C00000457,30900.0,3.0,8600.0,1.0,52800.0,3.0,94400.0,3.0,0.0,0.0,1
C00000458,6800.0,1.0,0.0,0.0,0.0,0.0,10000.0,1.0,0.0,0.0,3
C00000459,6800.0,1.0,0.0,0.0,0.0,0.0,7900.0,1.0,0.0,0.0,3
C00000460,8800.0,1.0,5280.0,1.0,93500.0,3.0,15200.0,1.0,31900.0,1.0,0
C00000461,9800.0,1.0,0.0,0.0,0.0,0.0,18400.0,1.0,19400.0,1.0,0
C00000462,0.0,0.0,0.0,0.0,40000.0,2.0,7900.0,1.0,19800.0,1.0,0
C00000463,12900.0,1.0,0.0,0.0,14300.0,1.0,15900.0,1.0,0.0,0.0,3
C00000464,9800.0,1.0,0.0,0.0,16500.0,1.0,0.0,0.0,0.0,0.0,3
C00000465,17600.0,2.0,6260.0,2.0,138000.0,5.0,34300.0,2.0,0.0,0.0,2
C00000466,20700.0,2.0,0.0,0.0,0.0,0.0,8700.0,1.0,0.0,0.0,3
C00000467,0.0,0.0,8280.0,2.0,0.0,0.0,7600.0,1.0,0.0,0.0,3
C00000468,9800.0,1.0,14400.0,1.0,36500.0,2.0,0.0,0.0,0.0,0.0,3
C00000469,20000.0,2.0,0.0,0.0,34100.0,2.0,0.0,0.0,0.0,0.0,3
C00000470,0.0,0.0,0.0,0.0,56000.0,3.0,78600.0,4.0,0.0,0.0,3
C00000471,0.0,0.0,0.0,0.0,241700.0,7.0,17600.0,1.0,0.0,0.0,2
C00000472,9800.0,1.0,0.0,0.0,46700.0,3.0,21300.0,2.0,18900.0,1.0,0
C00000473,27470.0,2.0,0.0,0.0,57700.0,3.0,100300.0,4.0,42000.0,1.0,1
C00000474,0.0,0.0,7560.0,2.0,56000.0,3.0,15100.0,1.0,0.0,0.0,3
C00000475,9800.0,1.0,0.0,0.0,20000.0,1.0,25900.0,2.0,0.0,0.0,3
C00000476,48500.0,2.0,0.0,0.0,30800.0,2.0,0.0,0.0,16800.0,1.0,1
C00000477,0.0,0.0,0.0,0.0,36500.0,2.0,0.0,0.0,0.0,0.0,3
C00000478,0.0,0.0,0.0,0.0,0.0,0.0,68300.0,5.0,0.0,0.0,3
C00000479,9800.0,1.0,19680.0,2.0,37900.0,2.0,75100.0,5.0,0.0,0.0,2
C00000480,0.0,0.0,4800.0,1.0,75800.0,4.0,36000.0,2.0,0.0,0.0,3
C00000481,42300.0,2.0,2180.0,1.0,0.0,0.0,0.0,0.0,16800.0,1.0,1
C00000482,0.0,0.0,4360.0,1.0,18100.0,1.0,38400.0,3.0,31900.0,1.0,0
C00000483,0.0,0.0,1200.0,1.0,28600.0,1.0,0.0,0.0,0.0,0.0,3
C00000484,5890.0,1.0,0.0,0.0,0.0,0.0,7900.0,1.0,0.0,0.0,3
C00000485,8800.0,1.0,5780.0,2.0,28600.0,2.0,0.0,0.0,59400.0,1.0,0
C00000486,29400.0,1.0,1960.0,1.0,46700.0,3.0,62900.0,3.0,0.0,0.0,1
C00000487,5890.0,1.0,4800.0,1.0,66500.0,4.0,26900.0,2.0,18900.0,1.0,0
C00000488,0.0,0.0,0.0,0.0,28600.0,1.0,16000.0,1.0,127600.0,2.0,0
C00000489,16600.0,2.0,1200.0,1.0,36200.0,2.0,94000.0,6.0,18900.0,1.0,2
C00000490,0.0,0.0,2180.0,1.0,16500.0,1.0,16000.0,1.0,158400.0,1.0,0
C00000491,0.0,0.0,0.0,0.0,75300.0,2.0,25200.0,2.0,0.0,0.0,3
C00000492,6800.0,1.0,1960.0,2.0,0.0,0.0,44200.0,3.0,22100.0,1.0,0
C00000493,0.0,0.0,5280.0,1.0,49500.0,3.0,73800.0,4.0,16800.0,1.0,2
C00000494,0.0,0.0,10240.0,4.0,14300.0,1.0,7900.0,1.0,39600.0,1.0,0
C00000495,15690.0,2.0,0.0,0.0,0.0,0.0,7900.0,1.0,0.0,0.0,3
C00000496,7800.0,1.0,0.0,0.0,33000.0,2.0,0.0,0.0,0.0,0.0,3
C00000497,6800.0,1.0,0.0,0.0,20000.0,1.0,0.0,0.0,0.0,0.0,3
C00000498,0.0,0.0,0.0,0.0,90500.0,2.0,25400.0,2.0,0.0,0.0,3
C00000499,0.0,0.0,12680.0,4.0,14300.0,1.0,33500.0,2.0,0.0,0.0,3
C00000500,0.0,0.0,0.0,0.0,40000.0,1.0,12300.0,1.0,0.0,0.0,3
C00000501,0.0,0.0,0.0,0.0,54300.0,3.0,0.0,0.0,16800.0,1.0,0
C00000502,9800.0,1.0,0.0,0.0,45100.0,2.0,67500.0,2.0,0.0,0.0,3
C00000503,20400.0,1.0,0.0,0.0,20000.0,1.0,20000.0,2.0,0.0,0.0,3
C00000504,0.0,0.0,9600.0,2.0,28600.0,2.0,45100.0,3.0,0.0,0.0,3
C00000505,7800.0,1.0,0.0,0.0,42900.0,2.0,30000.0,1.0,0.0,0.0,3
C00000506,0.0,0.0,2280.0,1.0,40000.0,1.0,16000.0,1.0,0.0,0.0,3
C00000507,87070.0,4.0,20180.0,3.0,195200.0,12.0,28600.0,3.0,93500.0,3.0,2
C00000508,0.0,0.0,0.0,0.0,74300.0,3.0,35900.0,3.0,0.0,0.0,3
C00000509,0.0,0.0,1200.0,1.0,33000.0,2.0,42000.0,2.0,39600.0,1.0,0
C00000510,10200.0,1.0,13820.0,4.0,122100.0,5.0,49600.0,4.0,0.0,0.0,2
C00000511,12900.0,1.0,9360.0,2.0,16500.0,1.0,29900.0,2.0,0.0,0.0,3
C00000512,25400.0,3.0,1200.0,1.0,75800.0,4.0,7600.0,1.0,0.0,0.0,1
C00000513,30600.0,1.0,0.0,0.0,14300.0,1.0,0.0,0.0,0.0,0.0,3
C00000514,0.0,0.0,0.0,0.0,116500.0,4.0,16000.0,1.0,0.0,0.0,3
C00000515,13600.0,2.0,0.0,0.0,53900.0,2.0,53000.0,2.0,0.0,0.0,1
C00000516,0.0,0.0,0.0,0.0,0.0,0.0,24500.0,2.0,31900.0,1.0,0
C00000517,0.0,0.0,4800.0,1.0,37900.0,2.0,37200.0,2.0,81100.0,3.0,0
C00000518,6800.0,1.0,0.0,0.0,33000.0,2.0,15900.0,1.0,0.0,0.0,3
C00000519,0.0,0.0,5280.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00000520,0.0,0.0,0.0,0.0,76500.0,2.0,23600.0,2.0,0.0,0.0,3
C00000521,13600.0,1.0,0.0,0.0,0.0,0.0,32700.0,2.0,31900.0,1.0,0
C00000522,0.0,0.0,0.0,0.0,82500.0,4.0,31800.0,1.0,62900.0,2.0,0
C00000523,0.0,0.0,7740.0,2.0,103900.0,4.0,69700.0,4.0,0.0,0.0,2
C00000524,0.0,0.0,1960.0,2.0,0.0,0.0,15100.0,1.0,58500.0,2.0,0
C00000525,7800.0,1.0,5280.0,1.0,20000.0,1.0,12400.0,1.0,58200.0,1.0,0
C00000526,9800.0,1.0,6540.0,4.0,18100.0,1.0,53600.0,4.0,50400.0,2.0,2
C00000527,0.0,0.0,4800.0,1.0,40000.0,1.0,60300.0,3.0,0.0,0.0,3
C00000528,0.0,0.0,980.0,1.0,16500.0,1.0,24600.0,2.0,0.0,0.0,3
C00000529,5890.0,1.0,1200.0,1.0,34100.0,2.0,0.0,0.0,0.0,0.0,3
C00000530,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,4.0,186900.0,2.0,0
C00000531,9800.0,1.0,2280.0,1.0,0.0,0.0,27900.0,2.0,38900.0,1.0,0
C00000532,0.0,0.0,3480.0,2.0,0.0,0.0,22800.0,2.0,0.0,0.0,3
C00000533,16600.0,2.0,5280.0,1.0,34100.0,2.0,108800.0,9.0,16800.0,1.0,2
C00000534,0.0,0.0,11880.0,2.0,89500.0,3.0,15900.0,1.0,39600.0,1.0,0
C00000535,10200.0,1.0,5280.0,1.0,34100.0,2.0,48800.0,2.0,0.0,0.0,3
C00000536,6800.0,1.0,4800.0,1.0,36200.0,2.0,22800.0,1.0,95700.0,1.0,0
C00000537,10200.0,1.0,0.0,0.0,0.0,0.0,56900.0,4.0,18900.0,1.0,0
C00000538,5890.0,1.0,3600.0,1.0,16500.0,1.0,0.0,0.0,16800.0,1.0,0
C00000539,12900.0,1.0,5280.0,1.0,33000.0,1.0,16000.0,1.0,0.0,0.0,3
C00000540,0.0,0.0,0.0,0.0,34300.0,2.0,0.0,0.0,0.0,0.0,3
C00000541,46200.0,3.0,2280.0,1.0,168800.0,5.0,120900.0,6.0,18900.0,1.0,2
C00000542,0.0,0.0,0.0,0.0,0.0,0.0,55200.0,2.0,20800.0,1.0,0
C00000543,0.0,0.0,6000.0,2.0,16500.0,1.0,12300.0,1.0,0.0,0.0,3
C00000544,25400.0,2.0,4800.0,1.0,34600.0,2.0,63600.0,5.0,54600.0,2.0,2
C00000545,12900.0,1.0,4300.0,1.0,69500.0,2.0,0.0,0.0,0.0,0.0,3
C00000546,0.0,0.0,12180.0,3.0,14300.0,1.0,42400.0,3.0,0.0,0.0,3
C00000547,0.0,0.0,4800.0,1.0,73700.0,3.0,17600.0,1.0,0.0,0.0,3
C00000548,6800.0,1.0,0.0,0.0,47300.0,3.0,28300.0,2.0,0.0,0.0,3
C00000549,0.0,0.0,2180.0,2.0,56500.0,2.0,0.0,0.0,0.0,0.0,3
C00000550,0.0,0.0,0.0,0.0,33000.0,2.0,40600.0,2.0,20800.0,1.0,0
C00000551,0.0,0.0,0.0,0.0,32400.0,2.0,15100.0,1.0,31000.0,1.0,0
C00000552,7800.0,1.0,0.0,0.0,0.0,0.0,7900.0,1.0,0.0,0.0,3
C00000553,14690.0,2.0,5280.0,1.0,146100.0,4.0,118200.0,8.0,54100.0,2.0,2
